年月別,商品性質別分類,原始值,年增率[%]
102年6月,商品類[含食物],97.77,0.01
102年6月,商品類[不含食物],107.89,0.59
102年6月,商品類-非耐久性消費品[含食物],95.6,0.77
102年6月,商品類-非耐久性消費品[不含食物],115.35,2.92
102年6月,商品類-半耐久性消費品,99.71,-0.51
102年6月,商品類-耐久性消費品,104.73,-2.23
102年6月,服務類,96.38,0.35
102年6月,服務類[不含食物],97.2,0.21
102年6月,服務類-外食費,92.6,1.1
102年6月,服務類-衣著,98.9,1.33
102年6月,服務類-居住,97.49,0.6
102年6月,服務類-交通及通訊,98.33,0.52
102年6月,服務類-醫藥保健,99.18,1.02
102年6月,服務類-教養娛樂,96.21,-0.86
102年6月,服務類-教養,100.44,0.8
102年6月,服務類-娛樂,92.37,-2.46
102年6月,服務類-雜項,95.41,1
102年7月,總指數[含食物],97.08,0.2
102年7月,商品類[含食物],97.47,-0.72
102年7月,商品類[不含食物],107.79,0.79
102年7月,商品類-非耐久性消費品[含食物],95.48,-0.62
102年7月,商品類-非耐久性消費品[不含食物],115.99,2.32
102年7月,商品類-半耐久性消費品,97.29,-0.09
102年7月,商品類-耐久性消費品,105.74,-0.93
102年7月,服務類,96.84,0.76
102年7月,服務類[不含食物],97.76,0.73
102年7月,服務類-外食費,92.6,0.92
102年7月,服務類-衣著,98.9,1.33
102年7月,服務類-居住,97.54,0.65
102年7月,服務類-交通及通訊,97.99,-0.4
102年7月,服務類-醫藥保健,99.18,1.02
102年7月,服務類-教養娛樂,98.81,1.32
102年7月,服務類-教養,100.6,0.96
102年7月,服務類-娛樂,97.18,1.63
102年7月,服務類-雜項,94.41,1.97
102年8月,總指數[含食物],97.22,-0.26
102年8月,商品類[含食物],97.74,-2.07
102年8月,商品類[不含食物],107.3,-0.17
102年8月,商品類-非耐久性消費品[含食物],96.46,-2.21
102年8月,商品類-非耐久性消費品[不含食物],116.47,0.8
102年8月,商品類-半耐久性消費品,94.38,-1.38
102年8月,商品類-耐久性消費品,106.17,-0.42
102年8月,服務類,96.9,0.93
102年8月,服務類[不含食物],97.84,0.96
102年8月,服務類-外食費,92.54,0.76
102年8月,服務類-衣著,98.9,1.33
102年8月,服務類-居住,97.72,0.84
102年8月,服務類-交通及通訊,97.73,-0.58
102年8月,服務類-醫藥保健,99.18,1.02
102年8月,服務類-教養娛樂,98.82,1.83
102年8月,服務類-教養,100.93,1.29
102年8月,服務類-娛樂,96.91,2.34
102年8月,服務類-雜項,94.75,2.31
102年9月,總指數[含食物],98.21,1.11
102年9月,商品類[含食物],100.29,0.96
102年9月,商品類[不含食物],107.51,-0.04
102年9月,商品類-非耐久性消費品[含食物],100.24,2.42
102年9月,商品類-非耐久性消費品[不含食物],116.99,1.44
102年9月,商品類-半耐久性消費品,94.21,-1.67
102年9月,商品類-耐久性消費品,106.28,-0.87
102年9月,服務類,96.96,1.25
102年9月,服務類[不含食物],97.9,1.34
102年9月,服務類-外食費,92.59,0.82
102年9月,服務類-衣著,98.9,1.33
102年9月,服務類-居住,97.78,0.78
102年9月,服務類-交通及通訊,97.18,-0.69
102年9月,服務類-醫藥保健,99.18,1.02
102年9月,服務類-教養娛樂,98.83,3.81
102年9月,服務類-教養,101.86,2.21
102年9月,服務類-娛樂,96.09,5.41
102年9月,服務類-雜項,96.2,1.24
102年10月,總指數[含食物],98.33,1.16
102年10月,商品類[含食物],100.94,1.45
102年10月,商品類[不含食物],109.03,-0.7
102年10月,商品類-非耐久性消費品[含食物],98.86,3.27
102年10月,商品類-非耐久性消費品[不含食物],114.07,1.04
102年10月,商品類-半耐久性消費品,105.43,-2.31
102年10月,商品類-耐久性消費品,105.07,-1.7
102年10月,服務類,96.74,1.02
102年10月,服務類[不含食物],97.59,1.05
102年10月,服務類-外食費,92.81,0.91
102年10月,服務類-衣著,98.9,1.33
102年10月,服務類-居住,97.77,0.67
102年10月,服務類-交通及通訊,97.22,-1.14
102年10月,服務類-醫藥保健,99.26,0.77
102年10月,服務類-教養娛樂,98.24,2.9
102年10月,服務類-教養,101.86,2.21
102年10月,服務類-娛樂,94.96,3.58
102年10月,服務類-雜項,94.09,2.01
102年11月,總指數[含食物],97.53,1.02
102年11月,商品類[含食物],98.9,0.92
102年11月,商品類[不含食物],108.23,-0.51
102年11月,商品類-非耐久性消費品[含食物],96.52,2.41
102年11月,商品類-非耐久性消費品[不含食物],114.04,1.41
102年11月,商品類-半耐久性消費品,103.87,-0.93
102年11月,商品類-耐久性消費品,103.86,-3.13
102年11月,服務類,96.7,1.06
102年11月,服務類[不含食物],97.53,1.11
102年11月,服務類-外食費,92.87,0.76
102年11月,服務類-衣著,98.74,1.17
102年11月,服務類-居住,97.81,0.68
102年11月,服務類-交通及通訊,97.19,-1.35
102年11月,服務類-醫藥保健,99.26,0.32
102年11月,服務類-教養娛樂,97.7,3.32
102年11月,服務類-教養,101.86,2.21
102年11月,服務類-娛樂,93.93,4.46
102年11月,服務類-雜項,94.75,1.83
102年12月,總指數[含食物],97.46,0.75
102年12月,商品類[含食物],98.61,0.19
102年12月,商品類[不含食物],107.74,-0.73
102年12月,商品類-非耐久性消費品[含食物],96.83,1.63
102年12月,商品類-非耐久性消費品[不含食物],114.95,1.45
102年12月,商品類-半耐久性消費品,101.08,-1.44
102年12月,商品類-耐久性消費品,103.5,-3.44
102年12月,服務類,96.77,1.12
102年12月,服務類[不含食物],97.6,1.19
102年12月,服務類-外食費,92.89,0.7
102年12月,服務類-衣著,98.85,1.28
102年12月,服務類-居住,97.87,0.74
102年12月,服務類-交通及通訊,97.15,-1.49
102年12月,服務類-醫藥保健,99.26,0.32
102年12月,服務類-教養娛樂,98.03,3.76
102年12月,服務類-教養,101.86,2.21
102年12月,服務類-娛樂,94.55,5.32
102年12月,服務類-雜項,94.43,1.48
103年1月,總指數[含食物],98.14,1.67
103年1月,商品類[含食物],97.73,0.08
103年1月,商品類[不含食物],106.42,-0.83
103年1月,商品類-非耐久性消費品[含食物],96.51,1.53
103年1月,商品類-非耐久性消費品[不含食物],114.61,1.42
103年1月,商品類-半耐久性消費品,97.93,-0.3
103年1月,商品類-耐久性消費品,102.49,-4.78
103年1月,服務類,98.38,2.65
103年1月,服務類[不含食物],99.51,3.01
103年1月,服務類-外食費,93.17,0.9
103年1月,服務類-衣著,98.72,1.15
103年1月,服務類-居住,98.25,1
103年1月,服務類-交通及通訊,97.64,-1.14
103年1月,服務類-醫藥保健,99.36,0.28
103年1月,服務類-教養娛樂,100.2,5.53
103年1月,服務類-教養,101.9,2.25
103年1月,服務類-娛樂,98.66,8.81
103年1月,服務類-雜項,108.41,17.48
103年2月,總指數[含食物],97.27,-0.17
103年2月,商品類[含食物],97.42,0.94
103年2月,商品類[不含食物],106.12,-0.54
103年2月,商品類-非耐久性消費品[含食物],96.36,2.28
103年2月,商品類-非耐久性消費品[不含食物],114.75,0.77
103年2月,商品類-半耐久性消費品,96.27,1.58
103年2月,商品類-耐久性消費品,102.83,-4.4
103年2月,服務類,97.19,-0.83
103年2月,服務類[不含食物],97.97,-1.26
103年2月,服務類-外食費,93.57,1.33
103年2月,服務類-衣著,98.9,0
103年2月,服務類-居住,98,0.04
103年2月,服務類-交通及通訊,97.45,-1.92
103年2月,服務類-醫藥保健,99.4,0.16
103年2月,服務類-教養娛樂,98.94,0.25
103年2月,服務類-教養,101.13,0.85
103年2月,服務類-娛樂,96.94,-0.31
103年2月,服務類-雜項,94.78,-12.52
103年3月,總指數[含食物],97.62,1.88
103年3月,商品類[含食物],98.06,2.76
103年3月,商品類[不含食物],106.25,-0.09
103年3月,商品類-非耐久性消費品[含食物],97.41,4.93
103年3月,商品類-非耐久性消費品[不含食物],115.33,1.44
103年3月,商品類-半耐久性消費品,95.61,1.2
103年3月,商品類-耐久性消費品,103.08,-3.59
103年3月,服務類,97.35,1.35
103年3月,服務類[不含食物],97.95,1.16
103年3月,服務類-外食費,94.56,2.29
103年3月,服務類-衣著,98.74,-0.16
103年3月,服務類-居住,98.25,0.91
103年3月,服務類-交通及通訊,97.47,-1.07
103年3月,服務類-醫藥保健,99.25,0.11
103年3月,服務類-教養娛樂,98.34,2.53
103年3月,服務類-教養,101.18,0.74
103年3月,服務類-娛樂,95.76,4.33
103年3月,服務類-雜項,94.97,3.1
103年4月,總指數[含食物],98.37,2.08
103年4月,商品類[含食物],99.34,2.63
103年4月,商品類[不含食物],108.67,0.36
103年4月,商品類-非耐久性消費品[含食物],97.07,4.34
103年4月,商品類-非耐久性消費品[不含食物],114.81,1.45
103年4月,商品類-半耐久性消費品,105.26,2.31
103年4月,商品類-耐久性消費品,102.92,-3.12
103年4月,服務類,97.79,1.73
103年4月,服務類[不含食物],98.25,1.37
103年4月,服務類-外食費,95.68,3.47
103年4月,服務類-衣著,98.9,0
103年4月,服務類-居住,98.26,0.85
103年4月,服務類-交通及通訊,97.41,-1.14
103年4月,服務類-醫藥保健,99.25,0.07
103年4月,服務類-教養娛樂,99.29,3.37
103年4月,服務類-教養,101.18,0.74
103年4月,服務類-娛樂,97.56,5.97
103年4月,服務類-雜項,95.71,3.75
103年5月,總指數[含食物],98.54,2.12
103年5月,商品類[含食物],99.45,2.26
103年5月,商品類[不含食物],108.18,0.66
103年5月,商品類-非耐久性消費品[含食物],97.66,3.67
103年5月,商品類-非耐久性消費品[不含食物],114.83,1.97
103年5月,商品類-半耐久性消費品,103.68,1.9
103年5月,商品類-耐久性消費品,102.72,-2.51
103年5月,服務類,97.99,2.04
103年5月,服務類[不含食物],98.33,1.59
103年5月,服務類-外食費,96.4,4.17
103年5月,服務類-衣著,98.9,0
103年5月,服務類-居住,98.29,0.86
103年5月,服務類-交通及通訊,97.43,-0.94
103年5月,服務類-醫藥保健,99.26,0.08
103年5月,服務類-教養娛樂,99.66,4.03
103年5月,服務類-教養,101.18,0.74
103年5月,服務類-娛樂,98.28,7.3
103年5月,服務類-雜項,95.33,4.08
103年6月,總指數[含食物],99.37,2.55
103年6月,商品類[含食物],100.45,2.74
103年6月,商品類[不含食物],109.21,1.22
103年6月,商品類-非耐久性消費品[含食物],99.66,4.25
103年6月,商品類-非耐久性消費品[不含食物],118.64,2.85
103年6月,商品類-半耐久性消費品,101.57,1.87
103年6月,商品類-耐久性消費品,102.62,-2.01
103年6月,服務類,98.71,2.42
103年6月,服務類[不含食物],99.13,1.99
103年6月,服務類-外食費,96.78,4.51
103年6月,服務類-衣著,98.9,0
103年6月,服務類-居住,98.33,0.86
103年6月,服務類-交通及通訊,97.57,-0.77
103年6月,服務類-醫藥保健,99.26,0.08
103年6月,服務類-教養娛樂,101.76,5.77
103年6月,服務類-教養,101.18,0.74
103年6月,服務類-娛樂,102.29,10.74
103年6月,服務類-雜項,98.24,2.97
103年7月,總指數[含食物],99.45,2.44
103年7月,商品類[含食物],100.08,2.68
103年7月,商品類[不含食物],108.42,0.58
103年7月,商品類-非耐久性消費品[含食物],99.74,4.46
103年7月,商品類-非耐久性消費品[不含食物],118.59,2.24
103年7月,商品類-半耐久性消費品,98.95,1.71
103年7月,商品類-耐久性消費品,102.53,-3.04
103年7月,服務類,99.07,2.3
103年7月,服務類[不含食物],99.48,1.76
103年7月,服務類-外食費,97.16,4.92
103年7月,服務類-衣著,98.9,0
103年7月,服務類-居住,98.32,0.8
103年7月,服務類-交通及通訊,98.58,0.6
103年7月,服務類-醫藥保健,99.23,0.05
103年7月,服務類-教養娛樂,103.01,4.25
103年7月,服務類-教養,101.62,1.01
103年7月,服務類-娛樂,104.28,7.31
103年7月,服務類-雜項,96.92,2.66
103年8月,總指數[含食物],99.68,2.53
103年8月,商品類[含食物],100.78,3.11
103年8月,商品類[不含食物],107.6,0.28
103年8月,商品類-非耐久性消費品[含食物],101.47,5.19
103年8月,商品類-非耐久性消費品[不含食物],118.57,1.8
103年8月,商品類-半耐久性消費品,96.33,2.07
103年8月,商品類-耐久性消費品,102.23,-3.71
103年8月,服務類,99.01,2.18
103年8月,服務類[不含食物],99.36,1.55
103年8月,服務類-外食費,97.41,5.26
103年8月,服務類-衣著,98.9,0
103年8月,服務類-居住,98.34,0.63
103年8月,服務類-交通及通訊,98.54,0.83
103年8月,服務類-醫藥保健,99.23,0.05
103年8月,服務類-教養娛樂,102.51,3.73
103年8月,服務類-教養,101.54,0.6
103年8月,服務類-娛樂,103.4,6.7
103年8月,服務類-雜項,96.92,2.29
103年9月,總指數[含食物],99.62,1.44
103年9月,商品類[含食物],101.14,0.85
103年9月,商品類[不含食物],107.18,-0.31
103年9月,商品類-非耐久性消費品[含食物],102.14,1.9
103年9月,商品類-非耐久性消費品[不含食物],117.98,0.85
103年9月,商品類-半耐久性消費品,96.37,2.29
103年9月,商品類-耐久性消費品,101.64,-4.37
103年9月,服務類,98.7,1.79
103年9月,服務類[不含食物],98.99,1.11
103年9月,服務類-外食費,97.4,5.19
103年9月,服務類-衣著,98.9,0
103年9月,服務類-居住,98.42,0.65
103年9月,服務類-交通及通訊,98.45,1.31
103年9月,服務類-醫藥保健,99.24,0.06
103年9月,服務類-教養娛樂,100.21,1.4
103年9月,服務類-教養,100.62,-1.22
103年9月,服務類-娛樂,99.85,3.91
103年9月,服務類-雜項,99.31,3.23
103年10月,總指數[含食物],99.66,1.35
103年10月,商品類[含食物],101.71,0.76
103年10月,商品類[不含食物],107.31,-1.58
103年10月,商品類-非耐久性消費品[含食物],100.96,2.12
103年10月,商品類-非耐久性消費品[不含食物],112.71,-1.19
103年10月,商品類-半耐久性消費品,106.49,1.01
103年10月,商品類-耐久性消費品,100.16,-4.67
103年10月,服務類,98.41,1.73
103年10月,服務類[不含食物],98.56,0.99
103年10月,服務類-外食費,97.75,5.32
103年10月,服務類-衣著,98.9,0
103年10月,服務類-居住,98.44,0.69
103年10月,服務類-交通及通訊,98.4,1.21
103年10月,服務類-醫藥保健,99.24,-0.02
103年10月,服務類-教養娛樂,99.29,1.07
103年10月,服務類-教養,100.62,-1.22
103年10月,服務類-娛樂,98.08,3.29
103年10月,服務類-雜項,96.81,2.89
103年11月,總指數[含食物],98.79,1.29
103年11月,商品類[含食物],99.66,0.77
103年11月,商品類[不含食物],106.06,-2
103年11月,商品類-非耐久性消費品[含食物],98.55,2.1
103年11月,商品類-非耐久性消費品[不含食物],111.51,-2.22
103年11月,商品類-半耐久性消費品,104.29,0.4
103年11月,商品類-耐久性消費品,99.74,-3.97
103年11月,服務類,98.26,1.61
103年11月,服務類[不含食物],98.3,0.79
103年11月,服務類-外食費,98.07,5.6
103年11月,服務類-衣著,98.79,0.05
103年11月,服務類-居住,98.47,0.67
103年11月,服務類-交通及通訊,98.43,1.28
103年11月,服務類-醫藥保健,99.24,-0.02
103年11月,服務類-教養娛樂,98.15,0.46
103年11月,服務類-教養,100.54,-1.3
103年11月,服務類-娛樂,95.96,2.16
103年11月,服務類-雜項,97.01,2.39
103年12月,總指數[含食物],98.43,1
103年12月,商品類[含食物],98.65,0.04
103年12月,商品類[不含食物],104.09,-3.39
103年12月,商品類-非耐久性消費品[含食物],97.68,0.88
103年12月,商品類-非耐久性消費品[不含食物],108.64,-5.49
103年12月,商品類-半耐久性消費品,101.82,0.73
103年12月,商品類-耐久性消費品,99.56,-3.81
103年12月,服務類,98.3,1.58
103年12月,服務類[不含食物],98.3,0.72
103年12月,服務類-外食費,98.26,5.78
103年12月,服務類-衣著,98.74,-0.11
103年12月,服務類-居住,98.5,0.64
103年12月,服務類-交通及通訊,98.41,1.3
103年12月,服務類-醫藥保健,99.24,-0.02
103年12月,服務類-教養娛樂,98.2,0.17
103年12月,服務類-教養,100.54,-1.3
103年12月,服務類-娛樂,96.06,1.6
103年12月,服務類-雜項,96.7,2.4
104年1月,總指數[含食物],97.43,-0.72
104年1月,商品類[含食物],95.79,-1.99
104年1月,商品類[不含食物],99.3,-6.69
104年1月,商品類-非耐久性消費品[含食物],94.23,-2.36
104年1月,商品類-非耐久性消費品[不含食物],99.62,-13.08
104年1月,商品類-半耐久性消費品,98.62,0.7
104年1月,商品類-耐久性消費品,99.47,-2.95
104年1月,服務類,98.41,0.03
